TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
wong notification generated by consumer consumer Said plz cancel my worng notification consumer name is Bharti mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,53.94,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Cansumer Actually Complaint Meter Shifting Name jai Mala jiself,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,35.33,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Mr Arvind,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,70.12,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mrs Geeta Devi Actually Consumer Complaint Meter Shifting,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,60.81,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile Phone Manju ji M,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,50.42,75-50% Medium,Wrong,FALSE
Wrong Notification Generated Consumer dont want to test their meter now Therefore requests needed to be closed contacted Person Ayush,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,94,100-90% Very High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Raj Narayan ji,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,36.33,Below 50% Low,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,62.71,75-50% Medium,Wrong,FALSE
As per consumer no any Complaint for fast meter testing from my side Mr Sahil phno,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,66.16,75-50% Medium,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is rahul mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,69.16,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is dev mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
Insufficient load at site for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient load found at site for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient load at site for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
insufficient load for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
Insufficient load found at site for meter testing also no responsible person found at site photographs has been attached,Field Operations / Meter Testing,Field Operations / Meter Testing,99.88,100-90% Very High,Correct,TRUE
INSUFFICIENT LOAD FOR METER TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
Insufficient ConsumptionGeneration on meter therefore same couldnt be tested photographs has been attached of running load capacitive load is running Only Kva load is running,Field Operations / Meter Testing,Field Operations / Meter Testing,92.96,100-90% Very High,Correct,TRUE
Pole mounted sstn supply is disconnected from GO Switch service cable is not connected on transformer LT side,Field Operations / Meter Testing,Field Operations / Meter Testing,99.61,100-90% Very High,Correct,TRUE
INSUFFICIENT LOAD FOR METER TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
Insufficient loaf found at site for meter testing construction site at Meter location also Output jumper are not available at meter end meter couldnt be tested due to lack of active load on,Field Operations / Meter Testing,Field Operations / Meter Testing,99.73,100-90% Very High,Correct,TRUE
INSUFFICIENT LOAD FOR METER TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Due to Insufficient GenerationLoad at site meter couldnt be tested At the Meter and CT Unit Bus Bar end All voltage found satisfactory which is found as RV YV and V same is been captured in Reference Meter also At consumer end Solar Incoming wire seems faulty at Solar Inverter end Voltage at Solar Inverter is as follows RN V YNV BNV RYV YBV BRV,Field Operations / Meter Testing,Field Operations / Meter Testing,68.78,75-50% Medium,Correct,TRUE
At the site insufficient load was found for meter testing and it was observed that the consumer Railway is using only two phases Y and B for consumption this was conveyed telephonically to Shri Nikhil Pathal Initiator of the Internal Referred Request by Grid Incharge Shri Deepak Arora and on the meter display the instantaneous parameters were Voltage R Y B and Current R Y B,Field Operations / Meter Testing,No Action Needed,41.8,Below 50% Low,Wrong,FALSE
insufficient load for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
No Load Found At Site For Testing So Meter could not be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.2,100-90% Very High,Correct,TRUE
Insufficient load found at site for meter testing hence testing couldnt be done Low Voltage observed in B phase kv and same is been observed in Reference,Field Operations / Meter Testing,Field Operations / Meter Testing,99.38,100-90% Very High,Correct,TRUE
INSUFFICIENT LOAD FOR METER TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
NO LOAD FOUND AT SITE FOR TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.28,100-90% Very High,Correct,TRUE
Insufficient Load found at site for meter testing hence same couldnt be tested Also Composite testing couldnt be done as asked by AMI department as remark for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,87.98,90-75% High,Correct,TRUE
Insufficient load found at site for meter testing hence testing couldnt be done,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
SOLAR NOT GENERATING SO METER could NOT BE TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.28,100-90% Very High,Correct,TRUE
solar pannel not connected to mcb so zero consumption so meter could not Be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,57.47,75-50% Medium,Correct,TRUE
SOLAR NOT GENERATING FROM BACK END SO METER COULD NOT BE TESTED,Field Operations / Meter Testing,Field Operations / Meter Testing,98.85,100-90% Very High,Correct,TRUE
insufficient load for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
There was no load on the meter to make it suitable for testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.66,100-90% Very High,Correct,TRUE
Insufficient load found at site for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
InsufficientNo load found at site for mtr testing as complete wiring is dismantled by consumer and meter is not in use No Provision to put load for meter testing hence same couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.92,100-90% Very High,Correct,TRUE
InsufficientNo load found at site for mtr testing as complete wiring is dismantled by consumer and meter is not in use No Provision to put load for meter testing hence same couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.92,100-90% Very High,Correct,TRUE
insufficient load for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
No load found at site for testing so Meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.2,100-90% Very High,Correct,TRUE
Insufficient Load Found at site for meter testing hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient load found at site hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient loadGeneration at site hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.9,100-90% Very High,Correct,TRUE
Insufficient Load Found At site for meter testing hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient load found at site for meter testing hence testing couldnt be executed,Field Operations / Meter Testing,Field Operations / Meter Testing,99.88,100-90% Very High,Correct,TRUE
Insufficient Load Found for testing hence same couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Insufficient load is found at site no such equipment is present at site for loading of meter also Meter not in extensively use hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,88.71,90-75% High,Correct,TRUE
Insufficient load found at site for meter testing hence meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Meter not in use also Wire is found detached from MCB end hence due to Insufficient Load Meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.41,100-90% Very High,Correct,TRUE
Insufficient GenerationLoad found at site hence meter couldnt be tested solar is not generating,Field Operations / Meter Testing,Field Operations / Meter Testing,99.88,100-90% Very High,Correct,TRUE
Insufficient load found at site hence meter couldnt be tested photographs has been tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
insufficient load for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
No load found at site for meter testing hence meter couldnt be tested due to insufficient load at site,Field Operations / Meter Testing,Field Operations / Meter Testing,99.96,100-90% Very High,Correct,TRUE
